BELVEDERE,BVE08024,4260415080240,"Dvorák, Antonín; Strauss, Richard",Strauss: Don Quixote - Dvorák: Symphony No. 8,MA  ZHENG  BARAHOVSKY  SYMPHONIEORCHESTER DES BAYERISCHEN RUNDFUNKS  JANSONS,1,BLU-RAY DVD,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE08025,4260415080257,"SCHULZE, TRISTAN",PATCHWORK,HOUTZEEL  BUEHNENORCH DER WIENER STAATSOPER,1,DVD VIDEO,2017,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE08027,4260415080271,"Bible; Brahms, Johannes",Brahms: Ein deutsches Requiem,MUELLER  KEENLYSIDE  WIENER SINGVEREIN  CLEVELAND ORCHESTRA  WELSER-MOST,1,DVD VIDEO,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE08028,4260415080288,"Bible; Brahms, Johannes",Brahms: Ein deutsches Requiem,MUELLER  KEENLYSIDE  WIENER SINGVEREIN  CLEVELAND ORCHESTRA  WELSER-MOST,1,BLU-RAY DVD,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE08034,4260415080349,"Berg, Alban; Brentano, Clemens; Busse, Carl; Dahn, Felix; Dehmel, Richard; Geibel, Emanuel von; Gilm, Hermann von; Goethe, Johann Wolfgang von; Hartleben, Otto Erich; Hauptmann, Carl; Hoffmann von Fallersleben, August Heinrich; Hohenberg, Paul; Klopstock, Friedrich Gottlieb; Knobel, Betty; Lenau, Nikolaus; Rilke, Rainer Maria; Sallet, Friedrich von; Schlaf, Johannes; Schoenberg, Arnold; Stieler, Karl; Storm, Theodor; Strauss, Richard",Traumgekrönt,"Ruf, Juliane; Müller, Hanna-Elisabeth",1,COMPACT DISC,2018,16.37,25.99,,,,,,,,,,,,,,
BELVEDERE,BVE08035,4260415080356,"Casti, Giovanni Battista; Mozart, Wolfgang Amadeus; Not Applicable, na; Salieri, Antonio; Stephanie, Johann Gottlieb",Salieri: Prima la musica e poi le parole - Mozart: Der Schauspieldirektor,"Hemm, Manfred; Concentus Musicus Wien; Schäfer, Markus; Mei, Eva; Harnoncourt, Nikolaus; Schneyder, Werner; Petibon, Patricia; Widmer, Oliver; Ramos, Melba",2,COMPACT DISC,2018,16.37,25.99,,,,,,,,,,,,,,
BELVEDERE,BVE08036,4260415080363,"Mass Text; Mozart, Wolfgang Amadeus",Mozart: Requiem,KUHMEIER  KULMAN  PADMORE  PLACHETKA  CHOR UND SYMPHONIEORCHESTER DES BAYERISCHEN RUNDFUNKS  JANSONS,1,DVD VIDEO,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE08037,4260415080370,"Mass Text; Mozart, Wolfgang Amadeus",Mozart: Requiem,KUHMEIER  KULMAN  PADMORE  PLACHETKA  CHOR UND SYMPHONIEORCHESTER DES BAYERISCHEN RUNDFUNKS  JANSONS,1,BLU-RAY DVD,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE08041,4260415080417,BEETHOVEN  STRAVINKSY  HUMMEL,MASS IN C MAJOR,SYMPHONIEORCHESTER DES BAYERISCHEN RUNDFUNKS  JANSONS,1,DVD VIDEO,2018,28.07,43.99,,,,,,,,,,,,,,
BELVEDERE,BVE08042,4260415080424,BEETHOVEN  STRAVINKSY  HUMMEL,MASS IN C MAJOR (BR),SYMPHONIEORCHESTER DES BAYERISCHEN RUNDFUNKS  JANSONS,1,BLU-RAY DVD,2018,28.07,43.99,,,,,,,,,,,,,,
BELVEDERE,BVE10124,4280000101242,"HUMPERDINCK, ENGELBERT",HANSEL & GRETEL,SALZBURGER MARIONETTENTHEATER  DASCH  INBOCCALLUPO-O,1,DVD VIDEO,2012,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10127,4280000101273,"WENDE, MICHAEL",DER TAKTSTOCK,BAMBERGER SYMPHONIKER,1,DVD VIDEO,2012,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10128,4280000101280,"TCHAIKOVSKY, PYOTR ILYICH",DER NUSSKNACKER,SALZBURGER MARIONETTENTHEATER,1,DVD VIDEO,2012,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10129,4280000101297,"Wagner, Richard",Wagner: Die Feen,WIENER STAATSOPER  NEMETI  FALLY,1,DVD VIDEO,2013,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10130,4280000101303,"Giraud, Albert; Not Applicable, na; Schoenberg, Arnold",Schoenberg: Pierrot Lunaire - Solar Plexus of Modernism,UCHIDA  SUKOWA  PICCININI  MCGILL  STEINBERG  HAGEN,1,DVD VIDEO,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10131,4280000101310,"Humperdinck, Engelbert; Wette, Adelheid",Humperdinck: Hänsel und Gretel,SALZBURG MARIONETTE THEATRE,1,DVD VIDEO,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10132,4280000101327,"Tchaikovsky, Pyotr Ilyich",Tchaikovsky: The Nutcracker,SALZBURG MARIONETTE THEATRE,1,DVD VIDEO,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10138,4280000101389,"WAGNER, RICHARD",DER RING DES NIBELUNGEN,SALZBURGER MARIONETTENTHEATER,1,DVD VIDEO,2013,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10140,4280000101402,"HENZE, HANS WERNER",POLLICINO-MARCHEN FUR MUSIK,SINKO  WIENER STAATSOPER  PRIESSNITZ  ZISTERER,1,DVD VIDEO,2013,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10141,4280000101419,"NASKE, ELISABETH",DAS STADTCHEN DRUMHERUM,UNTERREINER  BUHNENORCHESTER WSTO  PRAXMARER  LUTZ,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10144,4280000101440,"Handel, George Frideric; Haym, Nicola",Handel: Rodelinda,CONCENTUS MUSICUS WIEN,2,DVD VIDEO,2018,33.53,51.99,,,,,,,,,,,,,,
BELVEDERE,BVE10145,4280000101457,"Mozart, Wolfgang Amadeus; Schubert, Franz",Mozarts Costa-Violine (Live),"Hoppe, Esther; Birsak, Florian",1,COMPACT DISC,2018,17.93,27.99,,,,,,,,,,,,,,
BELVEDERE,BVE10146,4280000101464,"Mozart, Wolfgang Amadeus",Bernhard Paumgartner probt und dirigiert Mozart,"Mozarteumorchester Salzburg; Paumgartner, Bernhard",1,COMPACT DISC,2018,14.03,21.99,,,,,,,,,,,,,,
BELVEDERE,BVE10147,4280000101471,"Mozart, Wolfgang Amadeus",Mozart: Symphonies Nos. 39 & 40 (Live),"Vienna Philharmonic; Végh, Sándor",1,COMPACT DISC,2018,14.03,21.99,,,,,,,,,,,,,,
BELVEDERE,BVE10148,4280000101488,"Mozart, Wolfgang Amadeus",Wilhelm Backhaus spielt Mozart,"Backhaus, Wilhelm",1,COMPACT DISC,2018,14.03,21.99,,,,,,,,,,,,,,
BELVEDERE,BVE10150,4280000101501,"Not Applicable, na; Ravel, Maurice; Werner, Christoph",Concert for a Deaf Soul,"Schirmer, Ragna",2,DVD + CD,2018,28.07,43.99,,,,,,,,,,,,,,
BELVEDERE,BVE10152,4280000101525,"Mozart, Wolfgang Amadeus","Mozart: Symphony No. 39, K. 543, Piano Concerto No. 20, K. 466 & Divertimento No. 15, K. 287","Karajan, Herbert von; Haskil, Clara; Philharmonia Orchestra",2,COMPACT DISC,2018,15.59,23.99,,,,,,,,,,,,,,
BELVEDERE,BVE10153,4280000101532,WAGNER  STEGMANN,NIBELUNGENRING F. KINDER,RAIMONDI  PECORARO  BUEHNENORCH DER WIENER STAATSOP,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,BVE10156,4280000101563,"Anonymous; Campe, J. H.; Dehmel, Richard; Ferrand, Antoine; Gilm, Hermann von; Henckell, Karl Friedrich; Hesse, Hermann; Hölty, Ludwig Heinrich Christoph; Klopstock, Friedrich Gottlieb; Mackay, John Henry; Morrison, Toni; Motte, Antoine Houdart de la; Mozart, Wolfgang Amadeus; Myslivecek, Josef; Ondaatje, Michael; Overbeck, Christian Adolf; Previn, André; Strauss, Richard; Ziegenhagen, Franz Heinrich","Mozart, André Previn & R. Strauss: Songs & Arias (Live)","Bartolomey, Franz; Previn, André; Bonney, Barbara",1,COMPACT DISC,2018,15.59,23.99,,,,,,,,,,,,,,
BELVEDERE,THE08021,4260415080219,AISCHYLOS  JELINEK,DIE SCHUTZFLEHENDEN,LUEBBE  SCHAUSPIEL LPZ.,1,DVD VIDEO,2016,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE08031,4260415080318,LOEFFLER  FRIEL,VATER UND SOHNE,KOHLER  KHUON  DEUTSCHES THEATER BERLIN,1,DVD VIDEO,2017,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE08032,4260415080325,"IBSEN, HENRIK",JOHN GABRIEL BORKMAN,WUTTKE  MINICHMAYR  BURGTHEATER WIEN,1,DVD VIDEO,2017,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10101,4280000101013,"GOETHE, JOHANN WOLFGANG VON",FAUST,STEIN  GANZ  NICKEL,4,DVD VIDEO,2014,55.37,85.99,,,,,,,,,,,,,,
BELVEDERE,THE10102,4280000101020,"LESSING, GOTTHOLD EPHRAIM",EMILIA GALOTTI,BRETH  WOKALEK  WIENER BURGTHEATER,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10103,4280000101037,"VEIEL, ANDRES",DER KICK,WRAGE  LERCH,1,DVD VIDEO,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10104,4280000101044,"SCHILLER, FRIEDRICH",KABALE UND LIEBE,HAUSSMANN  KALENBERG  DIEHL  GEORGE  FLINT,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10105,4280000101051,"IBSEN, HENRIK",PEER GYNT,JANSON  STADLOBER  MUEHE  HERFURTH  WRAGE,1,DVD VIDEO,2009,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10106,4280000101068,"SHAKESPEARE, WILLIAM",KONIG LEAR,BONDY  VOSS  VETTER  BURGHTHEATER WIEN,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10107,4280000101075,"HAUPTMANN, GERHART",DIE RATTEN,THALHEIMER  DEUTSCHES THEATER BERLIN,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10108,4280000101082,"SCHILLER, FRIEDRICH",MARIA STUART,KIMMIG  THALIA THEATER HAMBURG,1,DVD VIDEO,2010,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10109,4280000101099,"BOSSE, JAN",VIEL LARM UM NICHTS,OFCZAREK   REINKE,1,DVD VIDEO,2018,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10110,4280000101105,"GOETHE, JOHANN WOLFGANG VON",WERTHER,JANSON  HERZSPRUNG  KONARSKE,1,DVD VIDEO,2009,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10111,4280000101112,"WEDEKIND, FRANK",LULU,JANSON  SCHWARZ  SCHWEIGHOEFER,1,DVD VIDEO,2009,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10112,4280000101129,"LESSING, G.E.",EMILIA GALOTTI,THALHEIMER  ZIMMERMANN  HOSS  LEHMANN,1,DVD VIDEO,2009,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10113,4280000101136,"SCHILLER, FRIEDRICH",DIE RÄUBER,STEMANN  BANTZER  EGGERT,1,DVD VIDEO,2009,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10114,4280000101143,"BENATZKY, RALPH",IM WEISSEN ROSSL AM WOLFGANGSE,RAABE  SANDER  BECKER  PFISTER,1,DVD VIDEO,2010,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10116,4280000101167,ROSH  KREIBICH-FISCHER,STAATS-SICHERHEITEN,BECHTEL  KRAWCZYK  LENGSFELD,1,DVD VIDEO,2009,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10118,4280000101181,"BERGMANN, WOLFGANG",DER INSZENIERTE BLICK-10 JAHRE,WOLFGANG BERGMANN,1,DVD VIDEO,2010,15.59,23.99,,,,,,,,,,,,,,
BELVEDERE,THE10119,4280000101198,"BRECHT, BERTOLT",BAAL,JANSON  SCHWEIGHOEFER,1,DVD VIDEO,2010,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10120,4280000101204,"WEDEKIND, FRANK",FRUHLINGSERWACHEN,CALIS  OCHSENKNECHT  PFANNENMUELLER,1,DVD VIDEO,2010,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10121,4280000101211,ROTH  TACHELET,HIOB,SIMONS  MUNCHNER KAMMERSPIELE,1,DVD VIDEO,2010,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10122,4280000101228,ERPULAT  HILLJE,VERRÜCKTES BLUT,TERZIYAN  ABDEL-MAKSOUD  AFSIN,1,DVD VIDEO,2012,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10123,4280000101235,"HORVATH, OEDOEN VON",KASIMIR UND KAROLINE,EULER  HECKE  GWISDEK  TIDOF,1,DVD VIDEO,2012,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10125,4280000101259,"IBSEN, HENRIK",NORA ODER EIN PUPPENHAUS,FRITSCH  KUHL,1,DVD VIDEO,2012,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10126,4260415080264,"MUELLER, HEINER",ZEMENT,GOTSCHEFF  BLOMBERG  RESIDENZTHEATER MUNCHEN,1,DVD VIDEO,2015,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10133,4280000101334,"WAGNER, RICHARD",RHEINGOLD-KAMINSKI ON AIR 1,STEFAN KAMINSKI,1,DVD VIDEO,2013,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10134,4280000101341,"WAGNER, RICHARD",WALKURE-KAMINSKI ON AIR 2,STEFAN KAMINSKI,1,DVD VIDEO,2013,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10135,4280000101358,"WAGNER, RICHARD",SIEGFRIED-KAMINSKI ON AIR 3,STEFAN KAMINSKI,1,DVD VIDEO,2013,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10136,4280000101365,"WAGNER, RICHARD",GOTTERDAMMERUNG-KAMINSKI ON AI,STEFAN KAMINSKI,1,DVD VIDEO,2013,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10137,4280000101372,"WAGNER, RICHARD",DER RING DES NIBELUNGEN-KAMINS,STEFAN KAMINSKI,4,DVD VIDEO,2013,55.37,85.99,,,,,,,,,,,,,,
BELVEDERE,THE10139,4280000101396,"HAUPTMANN, GERHART",DIE WEBER,THALHEIMER  WICHMANN  DEUTSCHES THEATER BERLIN,1,DVD VIDEO,2013,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10142,4280000101426,"Ludwig, Volker; Michel, Detlef",Ludwig - Michel: From Today on Your Name Is Sara,LORCK-SCHIERNING  JOCHMANN  GRIPS THEATER BERLIN,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10143,4280000101433,"Heymann, Birger; Ludwig, Volker",Heymann: Linie 1,GRIPS THEATER BERLIN,1,DVD VIDEO,2016,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10149,4280000101495,"POLLESCH, RENE",KILL YOUR DARLINGS!,HINRICHS  VOLKSBUEHNE BERLIN,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10154,4280000101549,VARIOUS,KLASSIKER DES THEATERS,VARIOUS,10,DVD VIDEO,2014,104.51,160.99,,,,,,,,,,,,,,
BELVEDERE,THE10155,4280000101556,"GORKI, MAXIM",MAXIM GORKI-KINDER DER SONNE,KIMMIG  GRAESER  DT THEATER BERLIN,1,DVD VIDEO,2015,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10157,4280000101570,EURIPIDES,MEDEA,THALHEIMER  BECKER  SCHAUSPIEL FRANKFURT,1,DVD VIDEO,2015,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10158,4280000101587,"BRECHT, BERTOLT",DIE HEILIGE JOHANNA DER SCHLAC,BAUMGARTEN  JANSEN  SCHAUSPIELHAUS ZURICH,1,DVD VIDEO,2015,23.39,35.99,,,,,,,,,,,,,,
BELVEDERE,THE10159,4280000101594,"DUERRENMATT, FRIEDRICH",DIE PHYSIKER,FRITSCH  HARFOUCH  SCHAUSPIELHAUS ZÜRICH,1,DVD VIDEO,2014,23.39,35.99,,,,,,,,,,,,,,
