2018,ARC,ARC,EUCD2796,5019396279629,Various,The Ultimate Greek Collection,Various,1,CD,11.69,17.99,"Get carried away to the luminously blue Aegean Sea, its charming islands, fascinating history, temples and amphitheaters by dynamic songs, tinkling bouzoukis, lyras, and other ethnic and contemporary instruments. Greece attracts and fascinates multitudes of visitors who enjoy its ancient architecture, landscapes, coastlines, culture and music, not to forget the delicious food. With Greece's situation connecting Europe and Asia Minor, the country's music has integrated influences from the whole region and has developed its own, very distinct and recognizable timbre and charm. Artists featured on this release include Michalis Terzis, one of the most important and prolific contemporary Greek composers, Vasilis Skoulas, who hails from the island of Crete and is deeply steeped in the region's musical tradition, The Athenians, a group of Greek musicians whose musical repertoire encompasses contemporary songs and Greek popular music, The Marcians, the Bouzouki duo consisting of Theo Hambi and Andreas, Michael, and more. This is authentic Greek music at its very best.",,https://b2b.naxosusa.com/Release.aspx?id=EUCD2796,30 World/Int'l.,World,World|Europe,United Kingdom,,2018 ARC Music Productions Int. Ltd.,,,,,,,,,,,,,,,,,,,,
2018,ARC,ARC,EUCD2797,5019396279728,Various,Caribbean Summer,Various,1,CD,11.69,17.99,"With Summer around the corner, ARC Music has taken one of their strongest selling genres and compiled an album especially designed to appeal to summer lovers with music sourced from the most popular vacation destination on Earth- The Caribbean. This release features music from Trinidad, Martinique, Costa Rica, and more. The islands that make up the Caribbean archipelago are among the most beautiful in the world, sharing many similarities between them, but each with a character and charm all of their own. Much like the islands themselves, there is a familiar uniqueness about the music of the Caribbean. Many Afro-Caribbean styles are instantly distinguishable from each other but share a rhythmic palette and boast a style that is undeniably Caribbean. Authentic Caribbean performers are featured, including Rafael & Energia Dominicana, Mandigo y su Son, King Selewa & His Calypsonians Calypso Invasion, Pablo Carcamo, and many more. In the words of a reviewer, “If you've been there, it takes you back. If you've never been, you'll want to go.”",,https://b2b.naxosusa.com/Release.aspx?id=EUCD2797,30 World/Int'l.,World|Caribbean,World|Caribbean,United Kingdom,,2018 ARC Music Productions Int. Ltd.,,,,,,,,,,,,,,,,,,,,
2018,ARC,ARC,EUCD2798,5019396279827,Various,Shir: Israeli Songs,Shir,1,CD,11.69,17.99,"The present release is a choice album for those eager to listen to authentic Israeli music. Throughout the centuries, wherever they found themselves in the world, Jewish people never ceased to sing, dance, and rejoice in spite of dark periods of persecution. Not only were they influenced by the customs, language and lifestyles of their surroundings, but they borrowed musical styles too from the countries where they lived. Hebrew, the language of the Bible and the Prayer book and now the modern language of Israel, has always been an integral part of the Jewish heritage. From the time of the first Jewish settlers in Israel at the end of the 19th century, a great number of songs have been created, composed, adapted, and sung- the folk songs of modern Israel. Founded in 1997, Shir is a popular Jewish music quartet. Although often called a klezmer group, Shir describes themselves as playing “Complete Jewish Music”- Israeli, Ladino, Yiddish, Mizrahi, Sephardi, simcha as well as klezmer and even liturgical. Co-leader and singer/guitarist Ivor Goldberg explains, “We started out with the styles that we knew and had grown up with, more the Ashkenazi side. But there is such a huge variety of Jewish music with influences from all over the world that we felt restricted within that area. As musicians we also needed the musical variety that the Sephardi and Mizrahi sides offer.”",,https://b2b.naxosusa.com/Release.aspx?id=EUCD2798,30 World/Int'l.,World|Israeli,World|Israeli,United Kingdom,,2018 ARC Music Productions Int. Ltd.,,,,,,,,,,,,,,,,,,,,
2018,ARC,ARC,EUCD2799,5019396279926,Traditional,Grupo Folclorico de Coimbra: Traditional Songs from Portugal,Grupo Folclorico de Coimbra,1,CD,11.69,17.99,"This release is a captivating album by a popular folk group from Coimbra, Portugal's cultural capital. Portugal is a popular year-round locale, not only as a vacation destination in the Summer, but also for its timeless folk and fado music. The present album is the perfect gift for Portuguese fans. Grupo Folclorico de Coimbra, a non-profit cultural association, was founded in 1986. Its main aim is to collect, study, recreate and revive the popular traditions of Coimbra, in the areas of singing, dance, costumes, poetry and life of Coimbra in the late eighteenth century to the beginning of the twentieth century. Today the group, of whom all members are past or present students and also employees of the University of Coimbra, has a repertoire of over 90 songs in two main areas: songs of very diverse types, from satire, work songs, religious songs to serenades, and dance, which include urban dances and those of the surrounding rural areas. They perform regularly in Portugal as well as abroad. They have presented their traditions in Hungary, France, Spain, Lithuania, the Canary Islands, Egypt, Brazil, and Canada. “This is a rarity... For fans of Portuguese music with a curious ear.” (Allmusic USA)",,https://b2b.naxosusa.com/Release.aspx?id=EUCD2799,30 World/Int'l.,World,World|Europe,United Kingdom,,2018 ARC Music Productions Int. Ltd.,,,,,,,,,,,,,,,,,,,,
2018,ARC,ARC,EUCD2800,5019396280021,Various,The Dulcimer Collection,Various,1,CD,14.81,22.99,"This release is a unique gold-mine of an album focusing on the world's most prominent dulcimer players. This collection presents international performers, providing not only a brilliant listening experience but also an education in cross-cultural history. The dulcimer is a percussive stringed instrument that is seen in various forms across the globe. From the Eastern European cimbalom to the Chinese yangqin to the Indian santur, and every variation in between, the dulcimer appears in musical cultures all over the globe. The pieces on this collection feature songs, musicians, and instruments from Belarus, the British Isles, China, Greece, India, Iran, Mongolia, Slovakia, Uzbekistan, and more. “Sure to turn heads with the music's positive, spiritual energy.” (Ascentor, Russia) “...A delight to listen to from start to finish.” (Nonsuch News, UK) “...Great to get if you want to see how the instrument differs around the world.” (Amazon)",,https://b2b.naxosusa.com/Release.aspx?id=EUCD2800,30 World/Int'l.,World,World,United Kingdom,,2018 ARC Music Productions Int. Ltd.,,,,,,,,,,,,,,,,,,,,
2018,ARP,Ars Produktion,ARS38249,4260052382493,Aram Khachaturian; Sergei Prokofiev; Maurice Ravel; Dmitri Shostakovich; Bedrich Smetana; Igor Stravinsky,Francois-Xaver Poizat: Pianorchestra 2,Francois-Xaver Poizat,1,Hybrid SACD,15.59,23.99,"Prior to the age of mechanical reproduction, music lovers had two primary ays in which to enjoy music: they could attend concerts, which was fraught with difficulties due to the dilapidated state of the road system and lack of transportation methods, or they could make music themselves, giving rise to the tradition of the house concert during the 19th and the first half of the 20th century. The increase in importance and popularity of Hausmusik was enabled by rapid technical advancements in the development of the piano. Composers and virtuosos created an ever-increasing number of transcriptions and arrangements for piano two or four hands with the intention of making them available to a wider audience. This recording presents a selection of arrangements of orchestral works for piano solo, arranged specifically for this purpose, by composers Bedrich Smetana, Igor Stravinsky, Sergei Prokofiev, Maurice Ravel, and Aram Khachaturian. New York-based French-Swiss pianist Francois-Xavier Poizat provides a wealth of tone colors while exploiting the virtuosic capabilities of the piano to its limits.",,https://b2b.naxosusa.com/Release.aspx?id=ARS38249,01 Classical,Classical,,Germany,2018 Ars Produktion,,,,,,,,,,,,,,,,,,,,,
2018,ARP,Ars Produktion,ARS38250,4260052382509,Johannes Brahms,Benjamin Engeli plays Brahms,Benjamin Engeli,1,Hybrid SACD,15.59,23.99,"Anyone wishing to engage with Johannes Brahms' piano music must first let go of any notion of virtuosic brilliance or superficial effects and subordinate themselves to the depths of the composer's emotional world. In the case of Brahms, a series of questions that form only one of several important interpretative criteria for other composers emerge as the performer's principal task: What emotions are expressed in the score? How does the musical structure hold it all together? What are the interconnections between the motives? How much interpretative freedom is required or, in some places, permitted? These questions arise almost everywhere in the score, which makes playing his music so very exciting and fulfilling. Brahms places exceptionally high demands on the performer, and yet, the greatest difficulty lies in navigating the tension between the overwhelming emotional intensity on the one hand and an ever-present clarity of form on the other. As a member of the award-winning Tecchler Trio, the Swiss pianist Benjamin Engeli has become a sought-after chamber music partner and song accompanist in all-imaginable formations worldwide. Even when he plays alone, he always plays outstandingly, which he proves on this, his first solo album.",,https://b2b.naxosusa.com/Release.aspx?id=ARS38250,01 Classical,Classical,,Germany,2018 Ars Produktion,,,,,,,,,,,,,,,,,,,,,
2018,ARP,Ars Produktion,ARS38550,4260052385500,Andre Cheron,Cheron: Sonatas from the French Baroque,Ensemble Matis,2,CD,23.39,35.99,"Andre Cheron was an influential musical personality in Paris during the mid-eighteenth century. He worked at the Paris Opera as a harpsichordist and inspecteur de l'orchestre de l'Opera. In this capacity he supervised several premieres of Rameau's operas and the controversial performance of Pergolesi's intermezzo La serva padrona. With his 1729 sonata collection, André Cheron (1695-1766) cultivates the “Corelli” notation, which was so highly regarded in the French Régence. Ensemble Matis is made up of young musicians of various nationalities who originally met at the Escola Superior de Musica de Catalunya in Barcelona, and ultimately came together to form the current group at the Schola Cantorum Basiliensis in Basel. Since the ensemble's inception in the autumn of 2012, they have worked together intensively in formations contingent on the repertoire and have attempted to share and expand upon their experiences in their joint music-making. With Japan, Switzerland, and South Kroea, many different cultures are represented in the ensemble, which enriches and consistently makes the collaboration exciting. The ensemble has specialized in the performance of Baroque chamber music and, as the name “Matis” implies, pays special attention to small details, nuances, and timbres in the music and in ensemble playing. The ensemble's goal is to bring the music with its wealth of color closer to the audience and to bring to life different expressive values.",,https://b2b.naxosusa.com/Release.aspx?id=ARS38550,01 Classical,Classical,,Germany,2018 Ars Produktion,,,,,,,,,,,,,,,,,,,,,
2018,ATM,ATMA Classique,ACD2 2407,722056240727,Johann Sebastian Bach,"Bach: Cantates pour Luther Cantates BWV 76, 79 & 80",Helene Brunet; Michael Taylor; Philippe Gagne; Jesse Blumberg; Montreal Baroque,1,CD,11.75,18.99,"Scandalized by the abuses of the Catholic clergy, on October 31 1517, the Augustinian monk Martin Luther posted his Ninety-Five Theses on the door of All Saints' Church in Wittenberg. The document condemned the selling of indulgences, advocated radical reforms, and set out his doctrine of justification by faith alone. Every October 31 since the early 16th century, Lutheran communities have celebrated the Feast of the Reformation. In his role as cantor at the Saint Thomas church in Leipzig, Bach wrote two cantatas to be sung for the occasion: the first version of BWV 80, likely composed in 1723, and two years later BWV 79. Cantata BWV 76 was written for the second Sunday after Trinity, and the second part was offered to the church of Saint Paul for its Reformation celebrations in 1724, 1729, 1740, and 1745. This is the eighth release in ATMA's project to record the sacred cantatas of J.S. Bach in conjunction with Festival Montréal Baroque. This cycle is performed in keeping with the latest scholarship on Bach's own performances, with the chorus sections sung by the four soloists, one voice per part.",,https://b2b.naxosusa.com/Release.aspx?id=ACD2 2407,01 Classical,Classical,Classical|Cantata,Canada,2018 ATMA Classique,2018 ATMA Classique,,,,,,,,,,,,,,,,,,,,
2018,BEL,Bel Air Classiques,BAC148,3760115301481,Giuseppe Verdi,Verdi: Nabucco,George Gagnidze; Susanna Branchini; Rubens Pelizzari; Rafal Siwek; Arena di Verona Orchestra and Chorus,1,DVD,23.39,35.99,"Verdi's third opera was created at the Teatro alla Scala in Milan in 1842, in the epicentre of the “Risorgimento” and the capital of Italian nationalism, at a time where the supporters of Italian independence from Austrian occupation were starting to make their voices heard. The “Chorus of the Hebrew slaves,” a pivotal point in the third act where the Jews, exiled from Babylon by Nabuchodonosor, mourn their country, “so beautiful and lost,” immediately resonated with the Italian nationalists and has ever since been a symbol of Italian national identity. French director Arnaud Bernard goes as far as to center the entire opera during the popular uprisings of 1848 and in the insides of the Milanese opera house. A clever way to emphasize on the legends that have been building around Verdi's operas and the role they played in the political process of uniting the Italian peninsula. Soprano Susanna Branchini steals the stage as Nabuchodonosor's daughter Abigaille, while Israeli-born conductor Daniel Oren conducts with great panache this “lyrical epic” that holds such a special place in the heart of all Italians. As a film director, Ingmar Bergman was also a choreographer. His “invisible hand” is constantly directing the actor in a slow dance around the room. The renowned and innovative Swedish choreographers Alexander Ekman, Pär Isberg, Pontus Lidberg and Joakim Stephenson, with principal dancers Jenny Nilson, Nathalie Nordquist, Oscar Salomonsson and Nadja Sellrup from the Royal Swedish Ballet, interpret Ingmar Bergman through four unique dance performances reflecting on human relations and intense feelings. On the occasion of the 100th anniversary of Bergman's birth, this movie is not only a tribute to the Swedish cineaste's unique aesthetics, but also a way to deepen his search of the ineffable, his reflection on the visual poetry of movement, and on the emotional powers of silent contemplation. The movie won the Special Mention award at Golden Prague International Film Festival 2017 for exceptional artistic achievement.",,https://b2b.naxosusa.com/Release.aspx?id=BAC148,01 Classical,Classical,Classical|Opera,Austria,,2018 Bel Air Classiques,78 Documentaries,5,Arena di Verona Orchestra and Chorus; Arnaud Bernard; Daniel Oren; George Gagnidze; Giuseppe Verdi; Susanna Branchini,Arnaud Bernard,1,,2018 Bel Air Classiques,AT,NR,NTSC,0,DVD-9,Italian,French; English; German; Italian; Spanish; Japanese; Korean,PCM 2.0; Dolby Digital 5.1,Color,16:09,132,2018,"Amazon VOD,iTunes,Naxos Video Library"
2018,BEL,Bel Air Classiques,BAC448,3760115304482,Giuseppe Verdi,Verdi: Nabucco,George Gagnidze; Susanna Branchini; Rubens Pelizzari; Rafal Siwek; Arena di Verona Orchestra and Chorus,1,Blu-ray,31.19,47.99,"Verdi's third opera was created at the Teatro alla Scala in Milan in 1842, in the epicentre of the “Risorgimento” and the capital of Italian nationalism, at a time where the supporters of Italian independence from Austrian occupation were starting to make their voices heard. The “Chorus of the Hebrew slaves,” a pivotal point in the third act where the Jews, exiled from Babylon by Nabuchodonosor, mourn their country, “so beautiful and lost,” immediately resonated with the Italian nationalists and has ever since been a symbol of Italian national identity. French director Arnaud Bernard goes as far as to center the entire opera during the popular uprisings of 1848 and in the insides of the Milanese opera house. A clever way to emphasize on the legends that have been building around Verdi's operas and the role they played in the political process of uniting the Italian peninsula. Soprano Susanna Branchini steals the stage as Nabuchodonosor's daughter Abigaille, while Israeli-born conductor Daniel Oren conducts with great panache this “lyrical epic” that holds such a special place in the heart of all Italians. As a film director, Ingmar Bergman was also a choreographer. His “invisible hand” is constantly directing the actor in a slow dance around the room. The renowned and innovative Swedish choreographers Alexander Ekman, Pär Isberg, Pontus Lidberg and Joakim Stephenson, with principal dancers Jenny Nilson, Nathalie Nordquist, Oscar Salomonsson and Nadja Sellrup from the Royal Swedish Ballet, interpret Ingmar Bergman through four unique dance performances reflecting on human relations and intense feelings. On the occasion of the 100th anniversary of Bergman's birth, this movie is not only a tribute to the Swedish cineaste's unique aesthetics, but also a way to deepen his search of the ineffable, his reflection on the visual poetry of movement, and on the emotional powers of silent contemplation. The movie won the Special Mention award at Golden Prague International Film Festival 2017 for exceptional artistic achievement.",,https://b2b.naxosusa.com/Release.aspx?id=BAC448,01 Classical,Classical,Classical|Opera,Austria,,2018 Bel Air Classiques,78 Documentaries,5,Arena di Verona Orchestra and Chorus; Arnaud Bernard; Daniel Oren; George Gagnidze; Giuseppe Verdi; Susanna Branchini,Arnaud Bernard,1,,2018 BelAir Classiques,AT,NR,NTSC,0,BD-50,Italian,French; English; German; Italian; Spanish; Japanese; Korean,PCM 2.0; DTS HD Master audio 5.1,Color,16:09,132,2018,"Amazon VOD,iTunes,Naxos Video Library"
