AEV         ,AEVEA,AE17034,634065037383,"Deljavan, Alessandro","Chopin, Frédéric",Chopin: Mazurkas,COMPACT DISC,2,19.49,29.99,2017,"Chopin based his many of his compositions on the traditional Polish folk dance, the Mazurka (also ""Mazur"" or ""Mazurek""). The composer was able to transform his works into an entirely new genre, one that then was copied by other composers. Over the years 1825–1849, Frederic Chopin wrote at least 58 mazurkas for piano, based on the dance. 58 have been published, 45 during Chopin's lifetime and 13 posthumously. Eleven further mazurkas are known whose manuscripts are either in private hands or untraced. This new release contains 58 known Mazurkas including two versions of the ""last word"" by the composer, the struggling op. 68 No. 4. Alessandro Deljavan is one of the most remarkable pianists of his generation. “His playing is full of intensive power and contagious artistry” (Dmitri Bashkirov), “he is one of the most interesting pianists I’ve heard in my life” (Fou Ts’Ong), “he is one of the most major talents of his age” (John Perry), “Jaw-dropping virtuosity and heart-stopping eloquence” (Dallas Morning News). The recording is fully natural: captured by engineer Alessandro Simonetto via 3 Sennheiser small-diaphrams in the common Decca Tree technique."
ABR         ,ALBA RECORDS,ABCD385,6417513103854,"Sigfridsson, Henri; Pori Sinfonietta; Soderblom, Jan","Palmgren, Selim",Palmgren: The River,SACD,1,14.81,22.99,2017,"When, as a budding musician of 17, Selim Palmgren (1878-1951) went to enroll as a student at the Helsinki Music Institute in May 1895, the Institute’s director, Martin Wegelius, invited him to a concert to be held that same evening. It was given by Ferruccio Busoni, a great pianist in his day and a notable composer, and it made a profound impression on the young Palmgren. “The only thing that I, just a greenhorn beginner, grasped was that supreme, phenomenal piano playing such as that was something I would never even come close to achieving,” he recalled. “Yet that evening was to be decisive to my development into a musician. I decided to become a pianist and- possibly- a composer, too.” Palmgren’s pianist and composer careers were closely interwoven. It was music for the piano that would become his forte, and not just its performance; it was also the genre in which he composed his most original works. This new release features Palmgren’s three Piano Concertos, as well as his Pieces for violin and piano. Pianist Henri Sigfridsson is one of the major Finnish musical talents of his generation. He has performed at major concert venues and European music festivals, and has also given chamber music performances with artists such as Leonidas Kavakos, Ivry Gitlis, and Mischa Maisky."
ALI         ,ALIUD - CHALLENGE,ACDBN952,8717775551140,JORIS VAN DEN HAUWE,VIVALDI  BACH  MOZART,BEST OF JORIS VAN DEN HAUWE,COMPACT DISC,1,13.25,20.99,2017,"Joris Van den Hauwe belongs to the unique circle of international oboe musicians. This compilation album provides a brief but beautiful summary of the various recordings he has made over the course of his career. “Yet this is only one aspect of me,” is the almost apologetic comment from the inspired and versatile musician. He was the first to perform the Sequenza for oboe by Luciano Berio in Belgium and also premiered many other modern works. He says, “I could easily fill an album with contemporary music.” Joris Van den Hauwe currently serves as a member of the Brussels Philharmonic."
ALP         ,ALPHA,Alpha241,3760014192418,"Dieltiens, Roel; Staier, Andreas; Müllejans, Petra; Nigl, Georg; Richter, Anna Lucia","Albinus, Johann Georg; Anonymous; Arnold, Gottfried; Bach, Johann Sebastian; Bible; Franck, Salomo; Gerhardt, Paul; Luther, Martin; Neumark, Georg; Nicolai, Philipp; Schemelli, Georg Christian; Selnecker, Nikolaus",Bach Privat,COMPACT DISC,1,14.81,22.99,2017,"This recording is an invitation to immerse ourselves in the musical inner circle of the Bach family. We are familiar with Johann Sebastian Bach as a composer of genius, but we know little about his family life, with the exception of the famous Clavierbuchlein (Little keyboard book) that the forty-year-old composer gave as a present in 1725 to his second wife Anna Magdalena, his junior by sixteen years. This manuscript is a unique document of the music the family played together. It provides us with a point of reference for the ‘programmes’ of these domestic concerts: it contains short keyboard pieces and songs alongside extended arias taken from the church cantatas, as well as chamber music. Bach and his two eldest sons were not only virtuoso harpsichordists but also excellent violinists, while the composer’s son-in-law Bach, J. C. Altnickol, played the cello and was an outstanding double bass player. Anna Magdalena Bach and her oldest stepdaughter both contributed as singers. And the still young children of the second marriage participated by playing easy pieces on their father’s various keyboard instruments. The musicians and singers on this recording, all eminentexponents of Bach and of Baroque music in general, have come together here to bring these exceptional moments back to life."
ALP         ,ALPHA,Alpha289,3760014192890,"McFadden, Claron; Caenegem, Bart Van; Anima Eterna Brugge; Immerseel, Jos van","Bowen, Steven D.; Gershwin, George; Gershwin, Ira; Grofé, Ferde; Heyward, DuBose; Whiteman, Paul",Gershwin,COMPACT DISC,1,14.81,22.99,2017,"George Gershwin composed his Rhapsody in Blue in 1924. In the same year, he launched his collaboration with his brother Ira, which produced countless songs. He never achieved his ambition of studying with Maurice Ravel, but was always enthralled by the symphonic poem and the concerto. His masterpieces, such as An American in Paris and the opera Porgy and Bess, greatly enriched the American musical heritage. Jos van Immerseel has always been fascinated by Gershwin, but it was the appearance of a new edition of the scores that prompted the pianist and conductor to record this extensive homage. Thanks to the very latest research undertaken by the University of Michigan, the Library of Congress and the Gershwin Estate, he and his companions in Anima Eterna have got closer than ever before to the composer’s intentions, making use of the appropriate instruments."
ALP         ,ALPHA,Alpha291,3760014192913,"Pianca, Luca; Mameli, Roberta","Anonymous; Busenello, Giovanni Francesco; Caccini, Giulio; Chiabrera, Gabriello; D'India, Sigismondo; Falconieri, Andrea; Guarini, Giovanni Battista; Marino, Giambattista; Merula, Tarquinio; Monesi, Giovanni Pietro; Monteverdi, Claudio; Petrarch; Pianca, Luca; Raimondo, Pietro Paolo; Rinuccini, Ottavio; Strozzi, Barbara; Tasso, Torquato",Anime Amanti,COMPACT DISC,1,14.81,22.99,2017,"A voice, a lute, a sigh. Nothing could be simpler and more immemorial. This expression of sentiments and emotions, of the intermittencies of the heart and the shadows of the soul, is of course as old as the world. Yet it was truly a reconquest of the Renaissance. With Caccini, the ‘new music’ at once found a miraculous melodist. He composed a Euridice, performed in 1602, two years after Jacopo Peri’s setting and five years before Monteverdi’s Orfeo. The Renaissance did not know opera, but long secreted that genre soon to be born. And it is brand-new opera that opens and closes this recording, through the voice of its first visionary, Claudio Monteverdi. His Lamento d’Arianna, the centrepiece of a lost work, expresses sorrow, regrets, revolt through the very music of the Italian language, here brought to white heat. The ‘new music’ spread throughout Italy: Merula in Cremona, Falconieri in Naples, and Barbara Strozzi, the most famous woman composer of the age, in Venice. The Italian soprano Roberta Mameli is a great lover of this music, which she performs with an outstanding feeling for words and drama. Luca Pianca offers her his artistry and his great experience. Roberta Mameli is joining Alpha for several recordings, which will guide us towards other rarities and other periods."
ALP         ,ALPHA,Alpha297,3760014192975,"Chénier, Benjamin; Santon-Jeffery, Chantal; Galilei Consort","Anonymous; Ansaldi, Girardo; Giardini, Giovanni Barrista; Minato, Nicolo; Orsini, Flavio; Stradella, Alessandro",Lagrime e sospiri,COMPACT DISC,1,14.81,22.99,2017,"The life of Stradella, murdered on a Genoese piazza at the age of forty-two on the orders of a jealous rival in love, has achieved mythical status and inspired several novels and operas featuring Stradella the adventurer, the rebel and above all Stradella the Don Juan, whose amorous escapades, from abducting a novice from a convent in Florence to a flight across Italy with the high-born fiancee of a senator, were never a hindrance to his flourishing musical career. It is easy to imagine that Stradella’s hectic life provided the inspiration for the captivating female figures who abound in his output, exalted by technically redoubtable vocal writing, as exuberant and virtuosic as it can sometimes be sober and ethereal, and supported by remarkably skilled recitatives, a genuine verbal theatre that offers the singer infinite scope for expression. From the demonic Salome to Ariadne, the model wife turned into a Fury by despair; from Pelagia, the repentant sinner who ends her days living in a cave disguised as a man, to Susanna, the very image of innocence and purity, this programme presents a series of portraits of women whom Chantal Santon embodies in their turn with all her artistry, her intimate knowledge of this repertory and her sense of theatre."
ALP         ,ALPHA,Alpha298,3760014192982,"Ferlet, Édouard; Besson, Airelle; Kerecki, Stéphane","Besson, Airelle; Ferlet, Édouard; Kerecki, Stéphane; Taylor, John",Aïrés,COMPACT DISC,1,14.81,22.99,2017,"Edouard Ferlet has already explored intriguing byways for the Alpha label: in 2015 he and Violaine Cochard recorded ‘Plucked Unplucked’, an album associating piano and harpsichord – a successful venture that will soon see a follow-up. The bassist Stephane Kerecki has already made several recordings for Outhere, including ‘Nouvelle Vague’, a prizewinner at the Victoires de la Musique. The career of the trumpet player Airelle Besson has been on a high since 2015, when she won both the Prix Django Reinhardt of the Academie du Jazz and the ‘Revelation’ Award at the Victoires du Jazz. These three jazz musicians met and decided to form a trio in order to combine their universes and their ambitions. Here is the fruit of their first year of companionship, a programme presenting compositions by each of them, an album wearing the colours of jazz but featuring several tracks directly inspired by great standards of the classical repertoire, including ‘Es ist vollbracht’ from Bach’s St John Passion, the Pavanes of Ravel and Faure, the Valse sentimentale of Tchaikovsky, and Khachaturian’s Sabre Dance, which can be recognised behind the ‘Stances du sabre’. The refinement of the compositions and the playing and the musicians’ capacity for listening to each other are a source of endless pleasure and fulfilment."
ALP         ,ALPHA,Alpha359,3760014193590,"Goerner, Nelson","Chopin, Frédéric",Chopin: Nocturnes,COMPACT DISC,2,14.81,22.99,2017,"""Sophisticated colourist and cerebral virtuoso though he is, Nelson Goerner nevertheless brings out the moments of weakness, the hesitations, the lightning passions in the labyrinth of Chopin,"" wrote Diapason on the release of the Preludes in 2015 (Diapason d’Or, Choc de Classica). ‘Serenity’, ‘balance’, ‘clarity’, ‘phrasing’ are the key words that recur in reviews of the albums and concerts of the Argentine pianist, whose fifth solo release on Alpha this is. His latest venture is a complete recording of the Nocturnes, a highpoint of Chopinesque poetry. These twenty-one miniatures accompanied Chopin over a good part of his life, for he composed them between 1827 and 1848. They are tributes to Italian bel canto, expressing reveries but also complexity of feeling and a profundity that far transcends their apparent simplicity. Nelson Goerner’s feeling for melody and tempo works wonders in these pieces, which he recorded in the ideal surroundings of the Salle de Musique of La Chaux de Fonds (Switzerland)."
ALP         ,ALPHA,Alpha371,3760014193712,"Galou, Delphine; Accademia Bizantina; Dantone, Ottavio","Anonymous; Brevi, Giovanni Battista; Caldara, Antonio; Cassetti, Giacomo; Gregori, Giovanni Lorenzo; Jommelli, Niccolò; Metastasio, Pietro; Porpora, Nicola; Stradella, Alessandro; Torelli, Giuseppe; Vivaldi, Antonio",Agitata,COMPACT DISC,1,14.81,22.99,2017,"Delphine Galou is renowned and admired for her musicality and her appealing timbre. She has taken part in many productions of Baroque music and recordings of operas (notably by Vivaldi), but this is her first recital. It is a programme of sacred music, motets, cantatas and excerpts from oratorios, which in the course of the seventeenth and eighteenth centuries were influenced by the increasingly fashionable genre of opera. From the famous ‘Agitata infido flatu’ from Vivaldi’s oratorio Juditha triumphans, here counterpointed by an aria from another setting of the story of Judith composed by Jommelli, to Stradella’s Lamentations and Porpora’s magnificent motet ‘In procella sine stella’, Delphine Galou covers a wide range of spiritual emotions. She is accompanied by the excellent Accademia Bizantina under its director and harpsichordist Ottavio Dantone. A concerto byGregori and a sinfonia by Caldara complete this release, which includes several world premiere recordings."
ANA         ,ANALEKTA,AN28745,774204874520,DUBEAU  LA PIETA,"RICHTER, MAX",PORTRAIT: MAX RICHTER,COMPACT DISC,1,14.81,22.99,2017,"Analekta is very proud to announce the release of Portrait: Max Richter by Angele Dubeau & La Pietà. “I devote my new Portrait album to Max Richter and his impressive body of powerful and original works. I have selected sixteen works with his unique signature, which I revisit here with my violin and my orchestra, La Pietà.” - Angele Dubeau O.C., C.Q., DFA. Max Richter is one of the most influential composers of his generation. Inspired by Bach, punk rock and ambient electronic music, he has composed works for more than 50 films, including Waltz for Bashir, Shutter Island by Martin Scorcese and Arrival by Denis Villeneuve, as well as HBO's The Leftovers television series."
ANA         ,ANALEKTA,AN291568,774204915629,LUC BEAUSEJOUR,BACH  HANDEL  RAMEAU,ANTHOLOGY,COMPACT DISC,3,18.71,28.99,2017,"To celebrate his long and fruitful partnership with the Analekta recording label, the great harpsichordist and organist Luc Beausejour delves into his recordings from the past 25 years and proposes three excellent programs. 1 – THE HARPSICHORD Works by Couperin, Bach, Handel, Scarlatti, Rameau, and Bach organ music on pedal harpsichord. 2 – THE VOICE Featuring Julie Boulianne, Karina Gauvin, Philippe Sly, Shannon Mercer, and Marie-Nicole Lemieux in excerpts from operas, cantatas, and sacred works with Clavecin en concert. 3 – CHAMBER AND ORGAN MUSIC Bach with James Ehnes, Couperin and Rameau with Clavecin en concert, and organ works."
ANA         ,ANALEKTA,AN29888,774204988821,MILOT  TETREAULT  BAREIL,HALVORSEN  IBERT  RENIE,"TRIOS FOR VIOLIN, CELLO & HARP",COMPACT DISC,1,14.81,22.99,2017,"Valerie Milot, Stephane Tetrault and Antoine Bareil, three young and well established musicians, are collaborating for the first time to carry out a major recording project. Focused primarily on French music from the first half of the 20th century, this release reveals the subtle blend of sonorities formed by the harp, cello, and violin through the major works by Jacques Ibert and Henriette Renie. The trio also performs a dazzling, encore-worthy Passacaglia for violin and cello by Handel/Halvorsen and a sweet, introspective finale in the form of a transcription of a Schubert lied."
ANSC        ,ANALOG SPARK - CONCORD,AS00038,888072033603,ALLISON PIERCE,,YEAR OF THE RABBIT (LP),VINYL,1,20.27,31.99,2017,"First solo album, following two decades with her sister in the acclaimed duo, The Pierces. The duo released five albums together and toured worldwide with artists including Coldplay and Lissie. Produced by Ethan Johns (Ryan Adams, Ray LaMontagne, Paul McCartney), and recorded in analog straight to magnetic tape at Sunset Sound. Selected as a Rough Trade staff pick. Cut by Eric Boulanger at The Bakery and pressed at Memphis Pressing.Side A1. Fool Him2. Evidence3. Follow You Down4. Never Coming Back5. Sea Of Love6. Drink One for YouSide B1. I Can See for Miles2. To the Grave3. It is Well with My Soul4. A Kiss Before You Go5. Bed of Nails6. Peace Like a River"
ANSC        ,ANALOG SPARK - CONCORD,AS00046,888072037182,SONDRE LERCHE,,PLEASURE,COMPACT DISC,1,11.69,17.99,2017,"First new studio album since 2014Over 130K albums scanned via SoundScanOn tour worldwide through 2017Includes previously unreleased bonus track via download card???????“The LP finds Lerche getting more '80s synth-danceable than ever, and lyrically, he's revealing and uninhibited. While he’s a perpetual romantic and not quite a hit-it-and-quit-it hedonist, Pleasure delivers on its name.  –Billboard Magazine“However stark the departure from his comfort zones, Lerche seems enlivened by the change. That effortless facility with instantly-memorable melodies enables choruses to suddenly erupt full-flourish or drift along as a quoted jingle. The effect is thrilling and supremely confident, with almost casual intimacy.” – Paste Magazine“With one quick spin, it's clear that it was a move he needed to make and he did it with all the flair and style of a true sonic wizard. It was always a known factor that Lerche could write songs that could break a heart--and suddenly he can wrap them in sounds that will thrill and amaze.” –AllMusic“The beauty of Pleasure's vintage danceteria lies in its sharp 21st-century focus and Lerche's consistently reliable songwriting skills."" – Magnet Track Listing: Soft FeelingsI’m Always Watching YouSerenading in the TrenchesI Know Something That’s Gonna Break Your HeartSiamese TwinBleeding Out Into The BlueReminisceHello StrangerViolent GameBaby Come To Me"
