2018,Alpha,ALPHA351,3760014193514,Guillaume de Machaut ,Machaut: Messe de Nostre Dame,Diabolus in Musica; Antoine Guerber,1,CD,7.79,11.99,"Guillaume de Machaut was born around 1300 in the environs of Reims, which at that time was a flourishing royal city with a population of almost 20,000, famous throughout Europe for its textile workshops and trade fairs. Like most cathedrals of Western Europe, Reims is built on the site of an earlier edifice. The Rouelle altar, on the left in the nave, adjacent to the choir screen, was dedicated to the Holy Spirit. But in 1343 a magnificent statue of the Virgin Mary was placed there. In 1341 Archbishop Jean de Vienne established a plainchant Votive Mass for the Virgin, to be performed each week before the Rouelle altar. The Marian Mass was introduced by Guillaume de Machaut and his younger brother Jean as a perpetuation of the archbishop’s wish, and it was for that particular liturgy, which was sung every Saturday throughout the year, that Guillaume wrote his famous polyphonic mass. The Messe de Nostre Dame, as it is called in only one of the five surviving manuscripts, is the first complete preserved polyphonic mass known to be by a single hand. It includes the five movements of the Ordinary plus the four-voice Ite missa est. The Mass is not strictly speaking a unified cycle, but there is nevertheless great coherence in its rhythmic and harmonic languages. The succession of movements shows a broad construction and a harmonious and carefully established stylistic progression, from the Kyrie with its strong harmonic structure to the Agnus Dei with its melodic lyricism.",,https://b2b.naxosusa.com/Release.aspx?id=ALPHA351,01 Classical,Classical,,Netherlands,Alpha 2008,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA352,3760014193521,Wolfgang Amadeus Mozart ,"Mozart: Symphonies Nos. 39, 40, 41; Bassoon Concerto",Anima Eterna Brugge; Jane Gower; Jos Van Immerseel,2,CD,7.79,11.99,"During a scant ten weeks in the summer of 1788, Mozart wrote three outstanding symphonies, highly innovative in their complexity and length. He was thirty-two and living in Vienna, a city which had offered him numerous opportunities in the past. Musically, it had provided a platform combining excellent musicians and enthusiastic audiences. In more personal terms, it was the place where he had freed himself from the emotional pressure exerted by his father Leopold and his former employer, the Archbishop of Salzburg. However, Viennese audiences were no longer interested in his masterful modernist compositions. When Mozart composed these, his last three symphonies, he was thought of as a ‘dissonance hunter.’ In this symphonic ‘trilogy,’ Mozart illuminates all aspects of human expression, quite independently of his personal situation. Each work presents a different character. No. 39 in E flat major contains numerous elements reminiscent of chamber music, while no. 40 in G minor makes clear references to opera. No. 41 in C major includes formal elements from Baroque music (overture, concerto, fugue). Its synthesis of sonata form and fugue was, and still is, a tour de force that could only have been written by Mozart.",,https://b2b.naxosusa.com/Release.aspx?id=ALPHA352,01 Classical,Classical,,Netherlands,Zig Zag Territoires 2002,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA353,3760014193538,Giuseppe Tartini ,Tartini: Sonate a violino solo; Aria del Tasso,Chiara Banchini; Patrizia Bovi,1,CD,7.79,11.99,"Although Giuseppe Tartini was taught the first rudiments of music at the College of the Padri dell Scuole Pie in Capodistria, and may have received lessons in counterpoint from the Franciscan Bohuslav Cernohorsky in Assisi, many elements give the impression that the boy had an education that was anything but ‘academic,’ and that the future ‘maestro delle nazioni’ largely taught himself. However, there does exist a declared model for the music of Tartini, at least for a certain period: that of Corelli. His output seems dominated initially by the influence of his great predecessor in terms of both language and structure. The reference to folk music in his music is also obvious. Another interesting element in the sonatas presented on this release is the presence of mottoes of varying length placed next to the incipits of certain movements, and often written in a ciphered cuneiform alphabet invented by the composer. These are poetic quotations, mostly drawn from the works of Metastasio, although not all of them have been identified. At the end of this recording is one of Tartini’s very rare vocal pieces, the last composition copied into MS 1888/1. The poem Solitario bosco ombroso, based on a clearly Petrarchan model and on the classical antecedents of Tibullus and Propertius, was published for the first time by the poet Paolo Rolli in London in 1727, in a musical setting by Rolli himself.",,https://b2b.naxosusa.com/Release.aspx?id=ALPHA353,01 Classical,Classical,,Netherlands,Zig Zag Territoires 2008,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA354,3760014193545,Antonio Vivaldi ,Vivaldi: Concerti per il flauto traversier,Arte dei Suonatori; Alexis Kossenko,1,CD,7.79,11.99,"In Holland in the 1720s the transverse flute enjoyed considerable popularity among amateur musicians. Aware of that keen interest, the publisher Michel Le Cene decided in 1729 to present his customers with the very first collection of concertos for flute and orchestra. Vivaldi responded to his request by refurbishing several older works. Only one of them was already in the modern concerto form: the Concerto in F major for recorder and strings. Another four pieces were hybrid in form and still close to chamber works. The predominant role of the recorder or flute in those four concertos made them ideal for adaptation. The odd man out of the collection is the short Concerto in G major RV 435. No earlier version is known and its style, more modern than its five companions in the set, leads us to suppose that Vivaldi wrote it specifically for Le Cene’s publication. The decade following the publication of op. 10 saw the appearance of a fair number of new flute concertos. Among them, the Concerto in A minor RV 440 is a splendid example of Vivaldi’s maturity. Studying the manuscript of this concerto reveals different stages in its composition, as well as shedding light on its destination. In the case of RV 438 and RV 400, Vivaldi simplified many passages, probably making such sacrifices for a flautist of very limited virtuosity. Since these revisions had no musical justification, we chose to restore the original text.",,https://b2b.naxosusa.com/Release.aspx?id=ALPHA354,01 Classical,Classical,,Netherlands,Alpha 2009,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,Alpha,ALPHA355,3760014193552,Jan Dismas Zelenka ,Zelenka: Missa Votiva ZWV 18,Collegium 1704; Vaclav Luks,1,CD,7.79,11.99,"Missa votive is among a handful of liturgical works composed late in the life of Jan Dismas Zelenka, the Bohemian musician who arrived at the Dresden court in or about 1710 as a violone player in the celebrated Hofkapelle of August II, King of Poland and Elector of Saxony. Throughout the 1720s, and whilst still employed as a performing musician, Zelenka composed constantly, mostly producing music for the recently established Catholic court church in Dresden. After the death of Dresden Kapellmeister Johann David Heinichen Zelenka became responsible for the direction of music in this royal chapel, a task at which he worked untiringly with neither appropriate title nor remuneration. The Missa votive draws attention to the health of the composer who had experienced at least two major bouts of illness during the 1730s. The autograph inscription on the cover of the score reads ‘Vota mea Domino reddam. Psal: 115. Versu 5…’ The fifth verse of Psalm 115 is ‘Vota mea Domino reddam coram omni populo ejus’ (I will pay my vows to the Lord, before all his people). Another Latin note at the end of the score states that the mass was composed in fulfillment of a vow. The work is one of the great masses created by Zelenka during the final years of his life.",,https://b2b.naxosusa.com/Release.aspx?id=ALPHA355,01 Classical,Classical,,Netherlands,Zig Zag Territoires 2007,Alpha Classics / Outhere Music France 2018,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2794,5019396279421,Mehdi Rostami; Adib Rostami ,Mehdi & Adib Rostami: Melodic Circles - Urban Classical Music from Iran,Mehdi Rostami; Adib Rostami,1,CD,14.81,22.99,"This new release is an album of urban, classical Iranian music performed by cousins Mehdi Rostami and Adib Rostami, who present two ‘melodic circles,’ integrating influences from traditional Kurdish music and music from the Fars province. Rooted in ancient Iranian musical tradition, the pieces present a fresh, contemporary perspective. The Rostami duo have arrived at such a level of mastery, that in each performance they open a luminous window to musical discovery to any new listener. “…sheer magic that keeps the listener ultimately spellbound. Classical Persian music of the highest order… hauntingly beautiful music with enormous charm, as well as often high energy, tension and excitement that are just breath-taking. (Rainlore’s World of Music) “…An enthralling collaboration between two highly-skilled musicians.” (Folk and Honey)",https://www.youtube.com/watch?v=GDtrjv8UNSo,https://b2b.naxosusa.com/Album.aspx?product=EUCD2794&medium=phy,30 World/Int'l.,World,World,Austria,,2018 ARC Music Productions,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2795,5019396279520,Various ,Los Ruphay: A Cry for Revolution - Earth Healing Music from Bolivia,Los Ruphay,1,CD,14.81,22.99,"Celebrating 50 years of the group Los Ruphay, this album portrays the harmony between humans and the Andean fauna and flora, and the necessary ‘revolution’ in our actions towards our environment. The various flutes and panflutes, drums, and charangos suggest gifts of sun and rain and ancestral rites. In their songs, sung in two of the major languages of Bolivia- Aymara (the indigenous language) and Spanish, Los Ruphay addresses the declining beliefs in ancient animism today, and how this practice needs to be protected and not forgotten in our time of forced diaspora and social segregation. Today in the Cordillera of the Andes, the indigenous continue to love and respect the Andean landscape- the mystic mountains they call home, the heat of the sun, the rocks and the Andean snow of beautiful Bolivia. They still hold dear their love for music which has a deep sense of cosmic and spiritual harmony for all.",https://www.youtube.com/watch?v=farwhbJbwtw,https://b2b.naxosusa.com/Album.aspx?product=EUCD2795,30 World/Int'l.,World,World|South America,Austria,,2018 ARC Music Productions,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2801,5019396280120,Various ,Tropical Holiday,Various ,1,CD,11.69,17.99,"Let yourself be whisked away on a Tropical Holiday with music from around the Caribbean- Haiti, Martinique, Costa Rica, Trinidad & Tobago, and other island nations. Put your sunglasses on and get into the summer mood with irresistible dances. The cumbia is perhaps internationally the best-known form of music and dance from Colombia. It has African roots with a great deal of Spanish and Indian influence. In fact, Colombians consider the cumbia to be the meeting place of these three cultures. Its pace makes it one of the most danceable styles found within South America. Another well-known dance featured on this album is the salsa. Since the salsa’s appearance in the early 1960s, its impact and planet-wide expansion has been phenomenal. Broadly speaking, salsa is essentially an urban, popular dance music with deep roots in Cuban music. Its origins have been traced back to two main styles still heard in Cuba today: the Spanish influenced guajira and the Afro-Cuban son.",https://www.youtube.com/watch?v=FSwaA3hMiI0,https://b2b.naxosusa.com/Album.aspx?product=EUCD2801&medium=phy,30 World/Int'l.,World,World|Hawaii,Austria,,2018 ARC Music Productions,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2803,5019396280328,Various ,Eagle Song - Pow wows of the Native American Indians,Various,1,CD,11.69,17.99,"“Pow wow” is said to derive from the Algonquian words ‘pau wau’ which means ‘he dreams,’ and denotes an originally religious significance. Today, pow wows do not retain much religious meaning. Due to misunderstanding all Indian dancing as ‘war dances,’ and feeling threatened, the white man prohibited them in general until the early 20th century. Over time, tribes joined together in these festivities and with the emergence of a new found Native American pride the old ceremonies were revitalized. This led to inter-tribal pow wows where dances, songs, and other observances were shared. In the many different pow wows held by pow wow clubs throughout the country, dancing remains the highlight and main feature. There are ceremonial as well as social dances and songs. The pow wow itself has been transplanted to the cities, where many of the Indians now live. Each pow wow club, consisting of volunteers, takes the year long responsibility of planning and raising money for this annual event. At these times, differences are put aside and traditions are celebrated, strengthening an entire race of people. This release features famous pow wow singers and drum groups of the Ojibway, the Blackfoot and the Mi’kmaq tribes.",https://www.youtube.com/watch?v=dAqxrz3wfl8,https://b2b.naxosusa.com/Album.aspx?product=EUCD2803&medium=phy,30 World/Int'l.,World,World|North America,Austria,,2018 ARC Music Productions,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2804,5019396280427,Various ,Linda Leonardo: Eterno Fado,Linda Leonardo,1,CD,11.69,17.99,"Fado is a traditional but also contemporary style of singing in Portugal. The word comes from the Latin fatum, which means fate or destiny. Fado represents a feeling of “saudade,” an expression evoking longing, yearning and nostalgia but it can also be romantic. The songs are often melancholy, beautiful and emotional, sometimes transmitting a feeling of loving frustration and at other times cheerfulness too. Linda Leonardo was born for fado. From a very early age, even while still at school, her passion for fado was apparent, and by the age of twenty she had begun performing at the most prestigious ‘Fado houses’ in both Lisbon and Porto. Marino de Freitas, musician, bassist, composer and producer, was born in Madeira into a family of musicians. He studied at the Funchal Music Conservatoire and the Musicians Academy in London, where he graduated with distinction.",https://www.youtube.com/watch?v=yVqDSQHMQsQ,https://b2b.naxosusa.com/Album.aspx?product=EUCD2804&medium=phy,30 World/Int'l.,World,World|Fado,Austria,,2018 ARC Music Productions,,,,,,,,,,,,,,,,,,,,
2018,ARC,EUCD2802,5019396280229,Various ,Catarina Dos Santos: Radio Kriola - Reflections on Portuguese Identity,Catarina Dos Santos,1,CD,14.81,22.99,"Seeing the connections between Portugal and Africa, this album addresses the similarities within these cultures but also speaks of their differences. The songs are stories infused with colors and rhythms from Brazil, Cape Verde, Angola, Portuguese fado, and reflections on Portuguese identity. Music has surrounded Catarina dos Santos since she was a child. Her father was a programmer for the Cultural Centre in Barreiro, Portugal, and held his own radio show, which meant that Catarina grew up watching live performances of music, theater and dance from backstage. Barreiro is an industrial town with mixed demographics. This cultural melting pot was ultimately mirrored in the music she heard, sang and danced to as a child: a blend of Angolan, Cape Verdean, Brazilian and Portuguese music.",https://www.youtube.com/watch?v=g-pocJ38L-0,https://b2b.naxosusa.com/Album.aspx?product=EUCD2802&medium=phy,30 World/Int'l.,World,World|Europe,Austria,,2018 ARC Music Productions,,,,,,,,,,,,,,,,,,,,
2018,Ars Produktion,ARS38248,4260052382486,Arthur Lourie ,Lourie: Piano Works,Christian Erny,1,Hybrid SACD,15.59,23.99,"Arthur Lourie (1892-1966) is one of the most important representatives of the Russian avant-garde, even though he unfortunately never received the appropriate attention due to emigration, among other things. While his early piano pieces were still linked to Scriabin's late work, the composer soon developed completely new forms of musical discourse, including graphic notation. Christian Erny assembled a roughly hour-long selection of works that offer a foray into the innovative and fascinating world of Arthur Lourie. Christian Erny (b. 1988) is a young musician of high versatility. He is an active pianist and piano pedagogue as well as founder and conductor of the vocal ensemble The Zurich Chamber Singers. As an assistant conductor, he has been working for the Winterthur Conservatory Chamber Choir since 2012. He also is former artistic director of the series Conzerte Freulerpalast in Glarus.",,https://b2b.naxosusa.com/Release.aspx?id=ARS38248,01 Classical,Classical,,Germany,2018 Ars Produktion,,,,,,,,,,,,,,,,,,,,,
2018,Ars Produktion,ARS38251,4260052382516,Luigi Boccherini; Dusan Bogdanovic; Manuel de Falla; Alberto Ginastera; Astor Piazzolla; Francisco Tarrega; Antonio Vivaldi; Sergei Voitenko ,Duo Accordarra: Mas Alla Del Sueno,Duo Accordarra,1,Hybrid SACD,15.59,23.99,"When the musicians of Duo Accordarra discovered the substantial difference in timbres between their own instruments, accordionist Krisztian Palagyi and guitarist Ivan Petricevic decided to create their own arrangements of some of their favorite music. True to the motto ‘no risk no fun,’ Palagyi and Petricevic left behind the ‘comfort zone’ of the concert soloist and immersed themselves into the fascinating world of arrangements of music with a Mediterranean flair. The title of the recording, Mas alla del sueno or Beyond the Dream, underlines the duo’s intention to always think ahead with regards to musical development, to seek inspiration in the future and to remain open to new ideas and dreams. Duo Accordarra met while studying toward their Masters degrees at the University of Music and Dance in Cologne, Germany. The two highly accomplished soloists share similar musical tastes and a vigorous and passionate technique. Since very little music has been written for their combination of instruments, Duo Accordarra enjoy the exploration and study of a new and broader repertoire, so as to give room to the different timbres of both instruments and to present well known music in a new light.",,https://b2b.naxosusa.com/Release.aspx?id=ARS38251,01 Classical,Classical,,Germany,2018 Ars Produktion,,,,,,,,,,,,,,,,,,,,,
2018,Ars Produktion,ARS38253,4260052382530,Anton Arensky; Felix Mendelssohn Bartholdy; Paul Hindemith; Franz Schreker ,Georgisches Kammerorchester Ingolstadt: Works for String Orchestra,Georgisches Kammerorchester Ingolstadt,1,Hybrid SACD,15.59,23.99,"Conducted by Ruben Gazarian, the Georgisches Kammerorchester Ingolstadt (Georgian Chamber Orchestra Ingolstadt) presents itself in this recording as a subtly formative body of sound that convinces in the experimental joy in the string symphonies of the young Mendelssohn as well as in the orchestral version of Arensky's darkly timbred second string quartet or the expressionism of the works of Hindemith and Schreker. Since its move to Germany in 1990, the Georgian Chamber Orchestra has been based in Ingolstadt. The former orchestra-in-exile, with the support of the City of Ingolstadt, Audi and the Ingolstadt Sparkasse, has become a fixture in cultural life both locally and further afield. The ensemble’s concert series, which have taken place in Ingolstadt since 2001, enjoy consistently high attendance rates. The group considers itself an ensemble not only responsible for a significantly broad repertoire, but also as a cultural ambassador for the City of Ingolstadt. This involves activities beyond their regular concerts, including appearance at music festivals and concerts abroad.",,https://b2b.naxosusa.com/Release.aspx?id=ARS38253,01 Classical,Classical,,Germany,2018 Ars Produktion,,,,,,,,,,,,,,,,,,,,,
